identifier,latitude,longitude,feature,taille
1000,-13.25,-61.75,FEATURE_JUNGLE,2.65833875
1001,-13.25,-61.25,FEATURE_JUNGLE,2.89668673
1002,-13.25,-60.25,FEATURE_JUNGLE,2.23089965
1003,-13.25,-60.25,FEATURE_JUNGLE,2.39311984
1004,-13.25,-59.75,FEATURE_JUNGLE,5.76973295
1005,-13.25,-59.25,FEATURE_JUNGLE,2.48171956
1006,-13.25,-59.25,FEATURE_JUNGLE,2.68637846
1007,-13.25,-58.75,FEATURE_JUNGLE,2.16172575
1008,-13.25,-58.25,FEATURE_JUNGLE,2.74660038
1009,-13.25,-57.75,FEATURE_JUNGLE,2.331211
1010,-13.25,-57.25,FEATURE_JUNGLE,3.14504963
1011,-13.25,-56.75,FEATURE_JUNGLE,2.64449837
1012,-13.25,-56.25,FEATURE_JUNGLE,2.02666074
1013,-13.25,-54.75,FEATURE_JUNGLE,3.17556521
1014,-13.25,-54.25,FEATURE_JUNGLE,2.01349781
1015,-13.25,-53.75,FEATURE_JUNGLE,2.47152755
1016,-13.25,20.75,FEATURE_JUNGLE,2.44611186
1017,-13.25,23.25,FEATURE_JUNGLE,3.73229516
1018,-13.25,23.75,FEATURE_JUNGLE,3.18674449
1019,-13.25,24.25,FEATURE_JUNGLE,3.81961971
1020,-13.25,26.25,FEATURE_JUNGLE,3.82785315
1021,-13.25,26.75,FEATURE_JUNGLE,4.40392878
1022,-13.25,27.25,FEATURE_JUNGLE,3.72313711
1023,-13.25,27.75,FEATURE_JUNGLE,2.2297354
1024,-13.25,35.75,FEATURE_JUNGLE,2.0621343
1025,-12.75,-73.75,FEATURE_JUNGLE,4.67462194
1026,-12.75,-73.25,FEATURE_JUNGLE,8.26133335
1027,-12.75,-72.75,FEATURE_JUNGLE,5.44557169
1028,-12.75,-72.25,FEATURE_JUNGLE,4.91416986
1029,-12.75,-71.75,FEATURE_JUNGLE,7.29665667
1030,-12.75,-71.25,FEATURE_JUNGLE,9.34485368
1031,-12.75,-70.75,FEATURE_JUNGLE,9.11780877
1032,-12.75,-70.25,FEATURE_JUNGLE,8.48416929
1033,-12.75,-69.75,FEATURE_JUNGLE,8.46134927
1034,-12.75,-69.25,FEATURE_JUNGLE,7.99077309
1035,-12.75,-68.75,FEATURE_JUNGLE,7.91799155
1036,-12.75,-68.25,FEATURE_JUNGLE,2.15290495
1037,-12.75,-68.25,FEATURE_JUNGLE,4.74162061
1038,-12.75,-67.75,FEATURE_JUNGLE,3.03829914
1039,-12.75,-67.25,FEATURE_JUNGLE,2.27397446
1040,-12.75,-67.25,FEATURE_JUNGLE,2.90306422
1041,-12.75,-66.75,FEATURE_JUNGLE,2.81231612
1042,-12.75,-66.25,FEATURE_JUNGLE,2.19056309
1043,-12.75,-65.75,FEATURE_JUNGLE,2.01038911
1044,-12.75,-64.75,FEATURE_JUNGLE,2.6182461
1045,-12.75,-64.25,FEATURE_JUNGLE,3.02937436
1046,-12.75,-63.75,FEATURE_JUNGLE,6.24914904
1047,-12.75,-63.25,FEATURE_JUNGLE,2.05522627
1048,-12.75,-63.25,FEATURE_JUNGLE,5.7933552
1049,-12.75,-62.75,FEATURE_JUNGLE,2.46021199
1050,-12.75,-62.75,FEATURE_JUNGLE,4.3577842
1051,-12.75,-62.25,FEATURE_JUNGLE,6.87639248
1052,-12.75,-61.75,FEATURE_JUNGLE,7.06212871
1053,-12.75,-61.25,FEATURE_JUNGLE,2.0369154
1054,-12.75,-60.75,FEATURE_JUNGLE,2.10206432
1055,-12.75,-60.75,FEATURE_JUNGLE,2.51512731
1056,-12.75,-60.25,FEATURE_JUNGLE,3.46609312
1057,-12.75,-59.75,FEATURE_JUNGLE,6.51846457
1058,-12.75,-59.25,FEATURE_JUNGLE,4.79844286
1059,-12.75,-58.75,FEATURE_JUNGLE,2.06179971
1060,-12.75,-58.75,FEATURE_JUNGLE,2.29624629
1061,-12.75,-58.25,FEATURE_JUNGLE,2.4121928
1062,-12.75,-57.75,FEATURE_JUNGLE,5.18485459
1063,-12.75,-57.25,FEATURE_JUNGLE,5.03252881
1064,-12.75,-56.75,FEATURE_JUNGLE,2.7581879
1065,-12.75,-55.25,FEATURE_JUNGLE,2.20361942
1066,-12.75,-54.75,FEATURE_JUNGLE,5.88754215
1067,-12.75,-54.25,FEATURE_JUNGLE,5.78123052
1068,-12.75,-53.75,FEATURE_JUNGLE,7.97166098
1069,-12.75,-53.25,FEATURE_JUNGLE,6.1509249
1070,-12.75,-52.75,FEATURE_JUNGLE,2.54338416
1071,-12.75,17.75,FEATURE_JUNGLE,2.27678088
1072,-12.75,18.75,FEATURE_JUNGLE,2.00786729
1073,-12.75,19.25,FEATURE_JUNGLE,2.17391119
1074,-12.75,20.25,FEATURE_JUNGLE,2.23692758
1075,-12.75,20.75,FEATURE_JUNGLE,2.09045308
1076,-12.75,22.75,FEATURE_JUNGLE,4.53124395
1077,-12.75,23.25,FEATURE_JUNGLE,5.47437943
1078,-12.75,23.75,FEATURE_JUNGLE,6.08257716
1079,-12.75,24.25,FEATURE_JUNGLE,2.52232403
1080,-12.75,24.25,FEATURE_JUNGLE,5.67316126
1081,-12.75,24.75,FEATURE_JUNGLE,6.03231021
1082,-12.75,25.25,FEATURE_JUNGLE,3.05952478
1083,-12.75,25.75,FEATURE_JUNGLE,3.39898604
1084,-12.75,26.25,FEATURE_JUNGLE,5.47473601
1085,-12.75,26.75,FEATURE_JUNGLE,6.30124593
1086,-12.75,27.25,FEATURE_JUNGLE,4.5060257
1087,-12.75,28.75,FEATURE_JUNGLE,2.07510109
1088,-12.75,29.25,FEATURE_JUNGLE,2.07370648
1089,-12.25,-74.25,FEATURE_JUNGLE,4.94292327
1090,-12.25,-73.75,FEATURE_JUNGLE,6.98585949
1091,-12.25,-73.25,FEATURE_JUNGLE,8.51986131
1092,-12.25,-72.75,FEATURE_JUNGLE,9.85635158
1093,-12.25,-72.25,FEATURE_JUNGLE,8.66758448
1094,-12.25,-71.75,FEATURE_JUNGLE,9.73474367
1095,-12.25,-71.25,FEATURE_JUNGLE,9.61264832
1096,-12.25,-70.75,FEATURE_JUNGLE,9.28285615
1097,-12.25,-70.25,FEATURE_JUNGLE,9.9764044
1098,-12.25,-69.75,FEATURE_JUNGLE,9.92503752
1099,-12.25,-69.25,FEATURE_JUNGLE,9.5759775
1100,-12.25,-68.75,FEATURE_JUNGLE,9.57483304
1101,-12.25,-68.25,FEATURE_JUNGLE,8.97282888
1102,-12.25,-67.75,FEATURE_JUNGLE,9.62099878
1103,-12.25,-67.25,FEATURE_JUNGLE,7.69054244
1104,-12.25,-66.75,FEATURE_JUNGLE,3.0746178
1105,-12.25,-66.25,FEATURE_JUNGLE,2.64720497
1106,-12.25,-66.25,FEATURE_JUNGLE,3.08042183
1107,-12.25,-65.75,FEATURE_JUNGLE,3.29335207
1108,-12.25,-65.25,FEATURE_JUNGLE,2.92260366
1109,-12.25,-64.75,FEATURE_JUNGLE,2.30533699
1110,-12.25,-64.75,FEATURE_JUNGLE,3.89895921
1111,-12.25,-64.25,FEATURE_JUNGLE,7.01682126
1112,-12.25,-63.75,FEATURE_JUNGLE,5.48089444
1113,-12.25,-63.25,FEATURE_JUNGLE,2.20887975
1114,-12.25,-63.25,FEATURE_JUNGLE,4.46044316
1115,-12.25,-62.75,FEATURE_JUNGLE,9.02210607
1116,-12.25,-62.25,FEATURE_JUNGLE,4.48388869
1117,-12.25,-61.75,FEATURE_JUNGLE,2.15360241
1118,-12.25,-61.25,FEATURE_JUNGLE,3.16798548
1119,-12.25,-60.75,FEATURE_JUNGLE,5.4845293
1120,-12.25,-60.25,FEATURE_JUNGLE,7.24562215
1121,-12.25,-59.75,FEATURE_JUNGLE,6.33750695
1122,-12.25,-59.25,FEATURE_JUNGLE,8.01445772
1123,-12.25,-58.75,FEATURE_JUNGLE,6.51176712
1124,-12.25,-58.25,FEATURE_JUNGLE,4.74008776
1125,-12.25,-57.75,FEATURE_JUNGLE,5.17457171
1126,-12.25,-57.25,FEATURE_JUNGLE,7.27610691
1127,-12.25,-56.75,FEATURE_JUNGLE,3.20427032
1128,-12.25,-54.75,FEATURE_JUNGLE,7.4659017
1129,-12.25,-54.25,FEATURE_JUNGLE,6.73210369
1130,-12.25,-53.75,FEATURE_JUNGLE,7.48778113
1131,-12.25,-53.25,FEATURE_JUNGLE,3.34673826
1132,-12.25,-52.75,FEATURE_JUNGLE,4.52022674
1133,-12.25,19.25,FEATURE_JUNGLE,2.24307652
1134,-12.25,20.25,FEATURE_JUNGLE,2.77279021
1135,-12.25,22.75,FEATURE_JUNGLE,3.34103364
1136,-12.25,23.25,FEATURE_JUNGLE,5.07531857
1137,-12.25,23.75,FEATURE_JUNGLE,5.87215845
1138,-12.25,24.25,FEATURE_JUNGLE,7.94231805
1139,-12.25,24.75,FEATURE_JUNGLE,7.74625245
1140,-12.25,25.25,FEATURE_JUNGLE,6.48621085
1141,-12.25,25.75,FEATURE_JUNGLE,6.39514093
1142,-12.25,26.25,FEATURE_JUNGLE,5.70583033
1143,-12.25,26.75,FEATURE_JUNGLE,5.29453233
1144,-12.25,27.25,FEATURE_JUNGLE,2.26004809
1145,-11.75,-74.25,FEATURE_JUNGLE,7.98633955
1146,-11.75,-73.75,FEATURE_JUNGLE,7.63616192
1147,-11.75,-73.25,FEATURE_JUNGLE,9.28848627
1148,-11.75,-72.75,FEATURE_JUNGLE,9.55399703
1149,-11.75,-72.25,FEATURE_JUNGLE,9.87968102
1150,-11.75,-71.75,FEATURE_JUNGLE,9.83425963
1151,-11.75,-71.25,FEATURE_JUNGLE,9.78922047
1152,-11.75,-70.75,FEATURE_JUNGLE,9.95209842
1153,-11.75,-70.25,FEATURE_JUNGLE,9.62697826
1154,-11.75,-69.75,FEATURE_JUNGLE,9.98402875
1155,-11.75,-69.25,FEATURE_JUNGLE,9.92998614
1156,-11.75,-68.75,FEATURE_JUNGLE,9.95277189
1157,-11.75,-68.25,FEATURE_JUNGLE,9.88237757
1158,-11.75,-67.75,FEATURE_JUNGLE,9.46164606
1159,-11.75,-67.25,FEATURE_JUNGLE,9.45326105
1160,-11.75,-66.75,FEATURE_JUNGLE,5.63036039
1161,-11.75,-66.25,FEATURE_JUNGLE,6.40791459
1162,-11.75,-65.75,FEATURE_JUNGLE,6.93271987
1163,-11.75,-65.25,FEATURE_JUNGLE,2.25147015
1164,-11.75,-65.25,FEATURE_JUNGLE,3.69970015
1165,-11.75,-64.75,FEATURE_JUNGLE,8.73904729
1166,-11.75,-64.25,FEATURE_JUNGLE,9.32859314
1167,-11.75,-63.75,FEATURE_JUNGLE,6.53483892
1168,-11.75,-63.25,FEATURE_JUNGLE,5.83007162
1169,-11.75,-62.75,FEATURE_JUNGLE,3.24682754
1170,-11.75,-60.75,FEATURE_JUNGLE,2.83345914
1171,-11.75,-60.25,FEATURE_JUNGLE,9.52356325
1172,-11.75,-59.75,FEATURE_JUNGLE,9.34821761
1173,-11.75,-59.25,FEATURE_JUNGLE,8.42984795
1174,-11.75,-58.75,FEATURE_JUNGLE,5.20186551
1175,-11.75,-58.25,FEATURE_JUNGLE,2.01416762
1176,-11.75,-58.25,FEATURE_JUNGLE,2.42208139
1177,-11.75,-57.75,FEATURE_JUNGLE,4.18282195
1178,-11.75,-57.25,FEATURE_JUNGLE,4.69260182
1179,-11.75,-56.75,FEATURE_JUNGLE,6.33078183
1180,-11.75,-56.25,FEATURE_JUNGLE,3.32520164
1181,-11.75,-54.75,FEATURE_JUNGLE,6.19378626
1182,-11.75,-54.25,FEATURE_JUNGLE,8.31103633
1183,-11.75,-53.75,FEATURE_JUNGLE,8.06838579
1184,-11.75,-53.25,FEATURE_JUNGLE,8.78580182
1185,-11.75,-52.75,FEATURE_JUNGLE,4.87847443
1186,-11.75,-52.25,FEATURE_JUNGLE,2.48427247
1187,-11.75,15.75,FEATURE_JUNGLE,2.00048128
1188,-11.75,18.75,FEATURE_JUNGLE,2.14247926
1189,-11.75,19.25,FEATURE_JUNGLE,2.60469821
1190,-11.75,19.75,FEATURE_JUNGLE,2.06738513
1191,-11.75,20.25,FEATURE_JUNGLE,2.1016547
1192,-11.75,22.75,FEATURE_JUNGLE,2.59168541
1193,-11.75,23.25,FEATURE_JUNGLE,6.37928142
1194,-11.75,23.75,FEATURE_JUNGLE,6.46117585
1195,-11.75,24.25,FEATURE_JUNGLE,6.12104806
1196,-11.75,24.75,FEATURE_JUNGLE,5.66052634
1197,-11.75,25.25,FEATURE_JUNGLE,5.32769291
1198,-11.75,25.75,FEATURE_JUNGLE,6.87873576
1199,-11.75,26.25,FEATURE_JUNGLE,6.73322539
1200,-11.75,26.75,FEATURE_JUNGLE,6.54780713
1201,-11.75,35.25,FEATURE_JUNGLE,2.38236234
1202,-11.25,-75.25,FEATURE_JUNGLE,4.3766057
1203,-11.25,-74.75,FEATURE_JUNGLE,5.81514188
1204,-11.25,-74.25,FEATURE_JUNGLE,8.69069128
1205,-11.25,-73.75,FEATURE_JUNGLE,8.91920613
1206,-11.25,-73.25,FEATURE_JUNGLE,9.65394684
1207,-11.25,-72.75,FEATURE_JUNGLE,9.76892345
1208,-11.25,-72.25,FEATURE_JUNGLE,9.99722222
1209,-11.25,-71.75,FEATURE_JUNGLE,9.99722222
1210,-11.25,-71.25,FEATURE_JUNGLE,9.98750281
1211,-11.25,-70.75,FEATURE_JUNGLE,9.87784446
1212,-11.25,-70.25,FEATURE_JUNGLE,9.98056039
1213,-11.25,-69.75,FEATURE_JUNGLE,9.85787876
1214,-11.25,-69.25,FEATURE_JUNGLE,9.70841761
1215,-11.25,-68.75,FEATURE_JUNGLE,6.80107233
1216,-11.25,-68.25,FEATURE_JUNGLE,9.77015853
1217,-11.25,-67.75,FEATURE_JUNGLE,9.49515415
1218,-11.25,-67.25,FEATURE_JUNGLE,9.32004802
1219,-11.25,-66.75,FEATURE_JUNGLE,8.25969059
1220,-11.25,-66.25,FEATURE_JUNGLE,6.37662601
1221,-11.25,-65.75,FEATURE_JUNGLE,8.60693239
1222,-11.25,-65.25,FEATURE_JUNGLE,8.31939533
1223,-11.25,-64.75,FEATURE_JUNGLE,9.87326099
1224,-11.25,-64.25,FEATURE_JUNGLE,9.99722222
1225,-11.25,-63.75,FEATURE_JUNGLE,9.99652743
1226,-11.25,-63.25,FEATURE_JUNGLE,7.26539938
1227,-11.25,-62.75,FEATURE_JUNGLE,5.0171136
1228,-11.25,-60.75,FEATURE_JUNGLE,4.65585193
1229,-11.25,-60.25,FEATURE_JUNGLE,9.98751032
1230,-11.25,-59.75,FEATURE_JUNGLE,9.97708493
1231,-11.25,-59.25,FEATURE_JUNGLE,7.4077991
1232,-11.25,-58.25,FEATURE_JUNGLE,5.44052962
1233,-11.25,-57.75,FEATURE_JUNGLE,2.01048297
1234,-11.25,-57.25,FEATURE_JUNGLE,2.05427761
1235,-11.25,-56.75,FEATURE_JUNGLE,3.78169971
1236,-11.25,-56.25,FEATURE_JUNGLE,3.94914197
1237,-11.25,-55.75,FEATURE_JUNGLE,2.42953067
1238,-11.25,-55.25,FEATURE_JUNGLE,4.61734884
1239,-11.25,-54.75,FEATURE_JUNGLE,4.29600083
1240,-11.25,-54.25,FEATURE_JUNGLE,4.37780775
1241,-11.25,-53.75,FEATURE_JUNGLE,9.05865906
1242,-11.25,-53.25,FEATURE_JUNGLE,7.88510847
1243,-11.25,-52.75,FEATURE_JUNGLE,3.8510438
1244,-11.25,18.25,FEATURE_JUNGLE,2.67791707
1245,-11.25,18.75,FEATURE_JUNGLE,2.6897602
1246,-11.25,19.25,FEATURE_JUNGLE,2.88801096
1247,-11.25,19.75,FEATURE_JUNGLE,2.30122834
1248,-11.25,22.75,FEATURE_JUNGLE,4.28258424
1249,-11.25,23.25,FEATURE_JUNGLE,6.80212081
1250,-11.25,23.75,FEATURE_JUNGLE,6.89767787
1251,-11.25,24.25,FEATURE_JUNGLE,4.79151808
1252,-11.25,24.75,FEATURE_JUNGLE,4.54496345
1253,-11.25,25.25,FEATURE_JUNGLE,5.48012407
1254,-11.25,25.75,FEATURE_JUNGLE,5.95535349
1255,-11.25,26.25,FEATURE_JUNGLE,5.68285118
1256,-11.25,26.75,FEATURE_JUNGLE,4.69468946
1257,-11.25,27.25,FEATURE_JUNGLE,2.38793578
1258,-10.75,-75.75,FEATURE_JUNGLE,2.13062792
1259,-10.75,-75.25,FEATURE_JUNGLE,7.85471384
1260,-10.75,-74.75,FEATURE_JUNGLE,9.08547911
1261,-10.75,-74.25,FEATURE_JUNGLE,9.64874596
1262,-10.75,-73.75,FEATURE_JUNGLE,8.70090927
1263,-10.75,-73.25,FEATURE_JUNGLE,9.45438588
1264,-10.75,-72.75,FEATURE_JUNGLE,9.98611111
1265,-10.75,-72.25,FEATURE_JUNGLE,9.99722181
1266,-10.75,-71.75,FEATURE_JUNGLE,9.96388948
1267,-10.75,-71.25,FEATURE_JUNGLE,9.98333304
1268,-10.75,-70.75,FEATURE_JUNGLE,9.98333333
1269,-10.75,-70.25,FEATURE_JUNGLE,9.96668454
1270,-10.75,-69.75,FEATURE_JUNGLE,9.54745294
1271,-10.75,-69.25,FEATURE_JUNGLE,7.77011783
1272,-10.75,-68.75,FEATURE_JUNGLE,5.47430669
1273,-10.75,-68.25,FEATURE_JUNGLE,5.45399926
1274,-10.75,-67.75,FEATURE_JUNGLE,7.67883244
1275,-10.75,-67.25,FEATURE_JUNGLE,9.97432307
1276,-10.75,-66.75,FEATURE_JUNGLE,9.84983974
1277,-10.75,-66.25,FEATURE_JUNGLE,8.88809697
1278,-10.75,-65.75,FEATURE_JUNGLE,8.69681453
1279,-10.75,-65.25,FEATURE_JUNGLE,4.2435845
1280,-10.75,-64.75,FEATURE_JUNGLE,9.56715238
1281,-10.75,-64.25,FEATURE_JUNGLE,9.93272614
1282,-10.75,-63.75,FEATURE_JUNGLE,8.73233624
1283,-10.75,-63.25,FEATURE_JUNGLE,9.03917949
1284,-10.75,-61.75,FEATURE_JUNGLE,2.19060077
1285,-10.75,-61.25,FEATURE_JUNGLE,7.07976411
1286,-10.75,-60.75,FEATURE_JUNGLE,9.67346402
1287,-10.75,-60.25,FEATURE_JUNGLE,9.99444423
1288,-10.75,-59.75,FEATURE_JUNGLE,9.99027844
1289,-10.75,-59.25,FEATURE_JUNGLE,7.88967031
1290,-10.75,-58.75,FEATURE_JUNGLE,5.13234974
1291,-10.75,-58.25,FEATURE_JUNGLE,7.59754755
1292,-10.75,-57.75,FEATURE_JUNGLE,5.95173991
1293,-10.75,-57.25,FEATURE_JUNGLE,7.56365443
1294,-10.75,-56.75,FEATURE_JUNGLE,6.887494
1295,-10.75,-56.25,FEATURE_JUNGLE,4.51166299
1296,-10.75,-55.75,FEATURE_JUNGLE,2.18481081
1297,-10.75,-54.75,FEATURE_JUNGLE,2.37786014
1298,-10.75,-54.25,FEATURE_JUNGLE,6.83045918
1299,-10.75,-53.75,FEATURE_JUNGLE,8.21639301
1300,-10.75,-53.25,FEATURE_JUNGLE,8.61482055
1301,-10.75,-52.75,FEATURE_JUNGLE,2.45083665
1302,-10.75,-51.25,FEATURE_JUNGLE,2.12756198
1303,-10.75,18.25,FEATURE_JUNGLE,2.6751566
1304,-10.75,18.75,FEATURE_JUNGLE,2.95982844
1305,-10.75,19.75,FEATURE_JUNGLE,2.07158796
1306,-10.75,21.75,FEATURE_JUNGLE,2.34075478
1307,-10.75,22.75,FEATURE_JUNGLE,2.63671812
1308,-10.75,23.25,FEATURE_JUNGLE,4.61248821
1309,-10.75,23.75,FEATURE_JUNGLE,5.97167118
1310,-10.75,24.25,FEATURE_JUNGLE,6.05460947
1311,-10.75,24.75,FEATURE_JUNGLE,5.5098709
1312,-10.75,25.25,FEATURE_JUNGLE,3.17445655
1313,-10.75,25.75,FEATURE_JUNGLE,3.18591034
1314,-10.75,26.25,FEATURE_JUNGLE,2.36749814
1315,-10.75,150.25,FEATURE_JUNGLE,2.49811784
1316,-10.25,-75.75,FEATURE_JUNGLE,2.39420933
1317,-10.25,-75.75,FEATURE_JUNGLE,3.26671945
1318,-10.25,-75.25,FEATURE_JUNGLE,8.63872356
1319,-10.25,-74.75,FEATURE_JUNGLE,9.82298425
1320,-10.25,-74.25,FEATURE_JUNGLE,8.90828964
1321,-10.25,-73.75,FEATURE_JUNGLE,9.72775357
1322,-10.25,-73.25,FEATURE_JUNGLE,9.96666667
1323,-10.25,-72.75,FEATURE_JUNGLE,9.98888889
1324,-10.25,-72.25,FEATURE_JUNGLE,9.97777778
1325,-10.25,-71.75,FEATURE_JUNGLE,9.97430734
1326,-10.25,-71.25,FEATURE_JUNGLE,9.95006728
1327,-10.25,-70.75,FEATURE_JUNGLE,9.98611317
1328,-10.25,-70.25,FEATURE_JUNGLE,9.92910489
1329,-10.25,-69.75,FEATURE_JUNGLE,9.91950835
1330,-10.25,-69.25,FEATURE_JUNGLE,9.93687198
1331,-10.25,-68.75,FEATURE_JUNGLE,9.94932452
1332,-10.25,-68.25,FEATURE_JUNGLE,8.33233072
1333,-10.25,-67.75,FEATURE_JUNGLE,2.24684185
1334,-10.25,-67.25,FEATURE_JUNGLE,3.00592867
1335,-10.25,-66.75,FEATURE_JUNGLE,9.6304713
1336,-10.25,-66.25,FEATURE_JUNGLE,9.99722222
1337,-10.25,-65.75,FEATURE_JUNGLE,9.96667935
1338,-10.25,-65.25,FEATURE_JUNGLE,6.0999772
1339,-10.25,-64.75,FEATURE_JUNGLE,7.76528007
1340,-10.25,-64.25,FEATURE_JUNGLE,8.81761726
1341,-10.25,-63.75,FEATURE_JUNGLE,4.39722879
1342,-10.25,-63.25,FEATURE_JUNGLE,3.32630916
1343,-10.25,-61.75,FEATURE_JUNGLE,7.49715078
1344,-10.25,-61.25,FEATURE_JUNGLE,8.06732169
1345,-10.25,-60.75,FEATURE_JUNGLE,8.48370668
1346,-10.25,-60.25,FEATURE_JUNGLE,9.56249216
1347,-10.25,-59.75,FEATURE_JUNGLE,8.66429354
1348,-10.25,-59.25,FEATURE_JUNGLE,7.24509738
1349,-10.25,-58.75,FEATURE_JUNGLE,6.56527787
1350,-10.25,-58.25,FEATURE_JUNGLE,5.91766397
1351,-10.25,-57.75,FEATURE_JUNGLE,7.03200008
1352,-10.25,-57.25,FEATURE_JUNGLE,6.58226515
1353,-10.25,-56.75,FEATURE_JUNGLE,5.3552382
1354,-10.25,-54.25,FEATURE_JUNGLE,4.48878389
1355,-10.25,-53.75,FEATURE_JUNGLE,5.23290575
1356,-10.25,-53.25,FEATURE_JUNGLE,9.48240486
1357,-10.25,-52.75,FEATURE_JUNGLE,4.03432102
1358,-10.25,17.75,FEATURE_JUNGLE,2.37721235
1359,-10.25,18.25,FEATURE_JUNGLE,2.03782799
1360,-10.25,18.75,FEATURE_JUNGLE,2.00991917
1361,-10.25,19.75,FEATURE_JUNGLE,2.03687843
1362,-10.25,21.75,FEATURE_JUNGLE,2.1696417
1363,-10.25,22.75,FEATURE_JUNGLE,2.79993349
1364,-10.25,23.25,FEATURE_JUNGLE,3.40733698
1365,-10.25,23.75,FEATURE_JUNGLE,3.82983178
1366,-10.25,24.25,FEATURE_JUNGLE,5.65818343
1367,-10.25,24.75,FEATURE_JUNGLE,7.38393804
1368,-10.25,25.25,FEATURE_JUNGLE,6.90769742
1369,-10.25,25.75,FEATURE_JUNGLE,2.70368132
1370,-10.25,29.75,FEATURE_JUNGLE,2.00068348
1371,-10.25,148.75,FEATURE_JUNGLE,3.21741648
1372,-10.25,149.25,FEATURE_JUNGLE,4.47188263
1373,-10.25,149.75,FEATURE_JUNGLE,5.57136168
1374,-10.25,150.25,FEATURE_JUNGLE,4.73826122
1375,-9.75,-75.75,FEATURE_JUNGLE,6.32777749
1376,-9.75,-75.25,FEATURE_JUNGLE,9.13174351
1377,-9.75,-74.75,FEATURE_JUNGLE,9.47965747
1378,-9.75,-74.25,FEATURE_JUNGLE,8.2582366
1379,-9.75,-73.75,FEATURE_JUNGLE,9.76588747
1380,-9.75,-73.25,FEATURE_JUNGLE,9.97777778
1381,-9.75,-72.75,FEATURE_JUNGLE,9.9777816
1382,-9.75,-72.25,FEATURE_JUNGLE,9.96388889
1383,-9.75,-71.75,FEATURE_JUNGLE,9.93819815
1384,-9.75,-71.25,FEATURE_JUNGLE,9.94517017
1385,-9.75,-70.75,FEATURE_JUNGLE,9.82986039
1386,-9.75,-70.25,FEATURE_JUNGLE,9.9826395
1387,-9.75,-69.75,FEATURE_JUNGLE,10
1388,-9.75,-69.25,FEATURE_JUNGLE,9.97223626
1389,-9.75,-68.75,FEATURE_JUNGLE,9.15489159
1390,-9.75,-68.25,FEATURE_JUNGLE,4.00714218
1391,-9.75,-67.75,FEATURE_JUNGLE,2.36171463
1392,-9.75,-67.25,FEATURE_JUNGLE,3.06586638
1393,-9.75,-66.75,FEATURE_JUNGLE,6.1730327
1394,-9.75,-66.25,FEATURE_JUNGLE,7.38022854
1395,-9.75,-65.75,FEATURE_JUNGLE,8.1826237
1396,-9.75,-65.25,FEATURE_JUNGLE,7.67657734
1397,-9.75,-64.75,FEATURE_JUNGLE,9.10403849
1398,-9.75,-64.25,FEATURE_JUNGLE,9.75578711
1399,-9.75,-63.75,FEATURE_JUNGLE,8.25902015
1400,-9.75,-63.25,FEATURE_JUNGLE,2.80929276
1401,-9.75,-62.75,FEATURE_JUNGLE,3.055957
1402,-9.75,-62.25,FEATURE_JUNGLE,4.41759904
1403,-9.75,-61.75,FEATURE_JUNGLE,9.04276454
1404,-9.75,-61.25,FEATURE_JUNGLE,9.69010897
1405,-9.75,-60.75,FEATURE_JUNGLE,9.84603009
1406,-9.75,-60.25,FEATURE_JUNGLE,9.98125256
1407,-9.75,-59.75,FEATURE_JUNGLE,9.7596094
1408,-9.75,-59.25,FEATURE_JUNGLE,8.97059172
1409,-9.75,-58.75,FEATURE_JUNGLE,8.67547445
1410,-9.75,-58.25,FEATURE_JUNGLE,7.11543651
1411,-9.75,-57.75,FEATURE_JUNGLE,6.4263336
1412,-9.75,-57.25,FEATURE_JUNGLE,4.00731637
1413,-9.75,-56.75,FEATURE_JUNGLE,4.4049389
1414,-9.75,-56.25,FEATURE_JUNGLE,2.03302475
1415,-9.75,-55.75,FEATURE_JUNGLE,3.07639635
1416,-9.75,-55.25,FEATURE_JUNGLE,3.76615759
1417,-9.75,-54.75,FEATURE_JUNGLE,2.16913344
1418,-9.75,-54.25,FEATURE_JUNGLE,8.15068065
1419,-9.75,-53.75,FEATURE_JUNGLE,8.9232652
1420,-9.75,-53.25,FEATURE_JUNGLE,7.64306228
1421,-9.75,-52.75,FEATURE_JUNGLE,9.33294393
1422,-9.75,-52.25,FEATURE_JUNGLE,7.52155608
1423,-9.75,-51.75,FEATURE_JUNGLE,6.7767142
1424,-9.75,-51.25,FEATURE_JUNGLE,2.60098747
1425,-9.75,-50.25,FEATURE_JUNGLE,2.39672127
1426,-9.75,-36.25,FEATURE_JUNGLE,2.1974754
1427,-9.75,17.25,FEATURE_JUNGLE,2.15295118
1428,-9.75,17.75,FEATURE_JUNGLE,2.27527885
1429,-9.75,19.25,FEATURE_JUNGLE,2.20505383
1430,-9.75,23.25,FEATURE_JUNGLE,2.95652693
1431,-9.75,23.75,FEATURE_JUNGLE,3.18625234
1432,-9.75,24.25,FEATURE_JUNGLE,4.88326116
1433,-9.75,24.75,FEATURE_JUNGLE,5.61433939
1434,-9.75,25.25,FEATURE_JUNGLE,7.71536901
1435,-9.75,25.75,FEATURE_JUNGLE,4.58831168
1436,-9.75,30.75,FEATURE_JUNGLE,2.05204663
1437,-9.75,31.25,FEATURE_JUNGLE,2.02970528
1438,-9.75,31.75,FEATURE_JUNGLE,2.02989703
1439,-9.75,35.25,FEATURE_JUNGLE,2.60394625
