identifier,latitude,longitude,feature,taille
10327,55.75,74.25,FEATURE_FOREST,1.14245541
10328,55.75,74.75,FEATURE_FOREST,1.15670748
10329,55.75,75.25,FEATURE_FOREST,1.04632251
10330,55.75,75.75,FEATURE_FOREST,1.07729472
10331,55.75,76.25,FEATURE_FOREST,1.12805538
10332,55.75,76.75,FEATURE_FOREST,1.17713027
10333,55.75,77.25,FEATURE_FOREST,1.4623715
10334,55.75,77.75,FEATURE_FOREST,1.40301242
10335,55.75,78.25,FEATURE_FOREST,1.31014928
10336,55.75,78.75,FEATURE_FOREST,1.15316004
10337,55.75,79.25,FEATURE_FOREST,1.6736418
10338,55.75,79.75,FEATURE_FOREST,1.43560007
10339,55.75,80.25,FEATURE_FOREST,1.53808936
10340,55.75,80.75,FEATURE_FOREST,2.75339514
10341,55.75,81.25,FEATURE_FOREST,2.39487991
10342,55.75,81.75,FEATURE_FOREST,2.90259957
10343,55.75,82.25,FEATURE_FOREST,3.23322505
10344,55.75,82.75,FEATURE_FOREST,3.03376794
10345,55.75,83.25,FEATURE_FOREST,2.57360369
10346,55.75,83.75,FEATURE_FOREST,1.04251403
10347,55.75,84.75,FEATURE_FOREST,1.20689027
10348,55.75,85.25,FEATURE_FOREST,1.91989169
10349,55.75,85.75,FEATURE_FOREST,2.51514107
10350,55.75,86.25,FEATURE_FOREST,2.46998414
10351,55.75,86.75,FEATURE_FOREST,2.34134346
10352,55.75,87.25,FEATURE_FOREST,1.02268946
10353,55.75,87.25,FEATURE_FOREST,2.28071481
10354,55.75,87.75,FEATURE_FOREST,1.70333296
10355,55.75,88.25,FEATURE_FOREST,1.53344564
10356,55.75,91.25,FEATURE_FOREST,1.75167261
10357,55.75,91.75,FEATURE_FOREST,1.22275417
10358,55.75,91.75,FEATURE_FOREST,1.80807856
10359,55.75,92.25,FEATURE_FOREST,1.65897676
10360,55.75,92.75,FEATURE_FOREST,1.13946137
10361,55.75,92.75,FEATURE_FOREST,1.64984552
10362,55.75,93.25,FEATURE_FOREST,1.23351426
10363,55.75,93.75,FEATURE_FOREST,1.06354163
10364,55.75,94.25,FEATURE_FOREST,1.14374323
10365,55.75,95.75,FEATURE_FOREST,1.04303323
10366,55.75,96.25,FEATURE_FOREST,2.4618513
10367,55.75,96.75,FEATURE_FOREST,1.29026193
10368,55.75,96.75,FEATURE_FOREST,1.88689396
10369,55.75,97.25,FEATURE_FOREST,2.74263859
10370,55.75,97.75,FEATURE_FOREST,1.17540223
10371,55.75,97.75,FEATURE_FOREST,1.56720298
10372,55.75,98.75,FEATURE_FOREST,1.77132285
10373,55.75,99.25,FEATURE_FOREST,1.36628564
10374,55.75,99.25,FEATURE_FOREST,1.5652033
10375,55.75,99.75,FEATURE_FOREST,1.38285163
10376,55.75,99.75,FEATURE_FOREST,1.88249454
10377,55.75,100.25,FEATURE_FOREST,1.13981532
10378,55.75,100.25,FEATURE_FOREST,1.91543908
10379,55.75,100.75,FEATURE_FOREST,1.25208659
10380,55.75,101.25,FEATURE_FOREST,1.83146877
10381,55.75,102.75,FEATURE_FOREST,1.15415549
10382,55.75,102.75,FEATURE_FOREST,1.21429868
10383,55.75,103.25,FEATURE_FOREST,1.1173882
10384,55.75,103.75,FEATURE_FOREST,1.5915443
10385,55.75,103.75,FEATURE_FOREST,2.33636135
10386,55.75,104.25,FEATURE_FOREST,1.10821725
10387,55.75,104.25,FEATURE_FOREST,1.24004528
10388,55.75,104.25,FEATURE_FOREST,2.38807493
10389,55.75,104.75,FEATURE_FOREST,3.04294621
10390,55.75,105.25,FEATURE_FOREST,5.39128057
10391,55.75,105.75,FEATURE_FOREST,4.46672553
10392,55.75,106.25,FEATURE_FOREST,6.01322877
10393,55.75,106.75,FEATURE_FOREST,2.30048106
10394,55.75,107.25,FEATURE_FOREST,1.39854535
10395,55.75,107.25,FEATURE_FOREST,1.97607628
10396,55.75,107.75,FEATURE_FOREST,1.07567174
10397,55.75,107.75,FEATURE_FOREST,3.11686644
10398,55.75,108.25,FEATURE_FOREST,1.75101701
10399,55.75,108.25,FEATURE_FOREST,2.0461695
10400,55.75,109.25,FEATURE_FOREST,1.28206012
10401,55.75,110.25,FEATURE_FOREST,1.2200154
10402,55.75,110.75,FEATURE_FOREST,1.68437016
10403,55.75,111.25,FEATURE_FOREST,1.10748392
10404,55.75,111.25,FEATURE_FOREST,1.52694458
10405,55.75,111.25,FEATURE_FOREST,2.37844073
10406,55.75,111.75,FEATURE_FOREST,1.03754787
10407,55.75,111.75,FEATURE_FOREST,1.42571773
10408,55.75,111.75,FEATURE_FOREST,2.29883975
10409,55.75,112.25,FEATURE_FOREST,1.17688353
10410,55.75,112.25,FEATURE_FOREST,1.66955719
10411,55.75,112.75,FEATURE_FOREST,1.26997373
10412,55.75,113.25,FEATURE_FOREST,1.5451828
10413,55.75,113.75,FEATURE_FOREST,1.70642819
10414,55.75,114.25,FEATURE_FOREST,1.52599504
10415,55.75,114.75,FEATURE_FOREST,1.30408698
10416,55.75,115.25,FEATURE_FOREST,2.4668161
10417,55.75,115.75,FEATURE_FOREST,2.36753001
10418,55.75,115.75,FEATURE_FOREST,4.11116048
10419,55.75,116.25,FEATURE_FOREST,1.38035544
10420,55.75,116.25,FEATURE_FOREST,2.56123211
10421,55.75,116.75,FEATURE_FOREST,2.10212397
10422,55.75,116.75,FEATURE_FOREST,2.4550353
10423,55.75,117.25,FEATURE_FOREST,1.17331082
10424,55.75,117.25,FEATURE_FOREST,2.71714084
10425,55.75,117.75,FEATURE_FOREST,1.30382175
10426,55.75,117.75,FEATURE_FOREST,2.75446562
10427,55.75,118.25,FEATURE_FOREST,3.04177435
10428,55.75,118.75,FEATURE_FOREST,2.0660641
10429,55.75,119.25,FEATURE_FOREST,1.25958455
10430,55.75,119.75,FEATURE_FOREST,2.17810844
10431,55.75,119.75,FEATURE_FOREST,3.44555464
10432,55.75,120.25,FEATURE_FOREST,2.00135771
10433,55.75,120.25,FEATURE_FOREST,2.15000372
10434,55.75,120.25,FEATURE_FOREST,4.36283721
10435,55.75,120.75,FEATURE_FOREST,1.02830023
10436,55.75,120.75,FEATURE_FOREST,1.93123439
10437,55.75,120.75,FEATURE_FOREST,5.51759935
10438,55.75,121.25,FEATURE_FOREST,1.16308715
10439,55.75,121.25,FEATURE_FOREST,1.43275453
10440,55.75,121.25,FEATURE_FOREST,6.12027713
10441,55.75,121.75,FEATURE_FOREST,1.12017545
10442,55.75,121.75,FEATURE_FOREST,1.63433343
10443,55.75,121.75,FEATURE_FOREST,5.77438963
10444,55.75,122.25,FEATURE_FOREST,1.2446194
10445,55.75,122.25,FEATURE_FOREST,1.79328298
10446,55.75,122.25,FEATURE_FOREST,5.4240366
10447,55.75,122.75,FEATURE_FOREST,1.42139597
10448,55.75,122.75,FEATURE_FOREST,2.53514328
10449,55.75,122.75,FEATURE_FOREST,4.32630928
10450,55.75,123.25,FEATURE_FOREST,1.10302296
10451,55.75,123.25,FEATURE_FOREST,1.27130299
10452,55.75,123.25,FEATURE_FOREST,1.67228273
10453,55.75,123.25,FEATURE_FOREST,4.3857981
10454,55.75,123.75,FEATURE_FOREST,1.29336154
10455,55.75,123.75,FEATURE_FOREST,5.27767847
10456,55.75,124.25,FEATURE_FOREST,1.76076717
10457,55.75,124.25,FEATURE_FOREST,5.44867321
10458,55.75,124.75,FEATURE_FOREST,5.08521295
10459,55.75,125.25,FEATURE_FOREST,5.39796667
10460,55.75,125.75,FEATURE_FOREST,4.73220029
10461,55.75,126.25,FEATURE_FOREST,4.66646942
10462,55.75,126.75,FEATURE_FOREST,1.10430647
10463,55.75,126.75,FEATURE_FOREST,4.12734545
10464,55.75,127.25,FEATURE_FOREST,4.01213724
10465,55.75,127.75,FEATURE_FOREST,4.74933175
10466,55.75,128.25,FEATURE_FOREST,4.44204636
10467,55.75,128.75,FEATURE_FOREST,2.85109931
10468,55.75,129.25,FEATURE_FOREST,2.23350233
10469,55.75,129.75,FEATURE_FOREST,1.96839694
10470,55.75,130.25,FEATURE_FOREST,1.00171661
10471,55.75,130.75,FEATURE_FOREST,1.33884449
10472,55.75,131.75,FEATURE_FOREST,1.06320846
10473,55.75,132.25,FEATURE_FOREST,1.54281835
10474,55.75,133.25,FEATURE_FOREST,1.09483313
10475,55.75,133.75,FEATURE_FOREST,1.28481784
10476,55.75,134.25,FEATURE_FOREST,1.56595751
10477,55.75,134.75,FEATURE_FOREST,1.73555627
10478,55.75,135.25,FEATURE_FOREST,2.43230248
10479,55.75,135.75,FEATURE_FOREST,1.650438
10480,55.75,136.25,FEATURE_FOREST,1.52499196
10481,55.75,159.25,FEATURE_FOREST,1.72898749
10482,55.75,159.25,FEATURE_FOREST,2.74208329
10483,55.75,159.75,FEATURE_FOREST,1.54754157
10484,55.75,160.25,FEATURE_FOREST,1.39979564
10485,55.75,161.25,FEATURE_FOREST,1.02609545
10486,56.25,-129.75,FEATURE_FOREST,1.15944358
10487,56.25,-129.25,FEATURE_FOREST,3.23905203
10488,56.25,-128.75,FEATURE_FOREST,4.59811686
10489,56.25,-128.25,FEATURE_FOREST,2.40482058
10490,56.25,-127.75,FEATURE_FOREST,3.15479562
10491,56.25,-127.25,FEATURE_FOREST,2.70127913
10492,56.25,-126.75,FEATURE_FOREST,3.09487778
10493,56.25,-126.25,FEATURE_FOREST,2.582698
10494,56.25,-125.75,FEATURE_FOREST,2.35785701
10495,56.25,-125.25,FEATURE_FOREST,3.81280499
10496,56.25,-124.75,FEATURE_FOREST,3.59816957
10497,56.25,-124.25,FEATURE_FOREST,2.23081885
10498,56.25,-123.75,FEATURE_FOREST,2.855164
10499,56.25,-123.25,FEATURE_FOREST,3.51510562
10500,56.25,-122.75,FEATURE_FOREST,3.65886879
10501,56.25,-114.25,FEATURE_FOREST,1.0669141
10502,56.25,-113.75,FEATURE_FOREST,1.15767892
10503,56.25,-113.25,FEATURE_FOREST,1.33498838
10504,56.25,-112.75,FEATURE_FOREST,1.28539298
10505,56.25,-112.25,FEATURE_FOREST,1.28862044
10506,56.25,-111.75,FEATURE_FOREST,1.21319362
10507,56.25,-111.25,FEATURE_FOREST,1.24244045
10508,56.25,-110.75,FEATURE_FOREST,1.18935675
10509,56.25,-110.25,FEATURE_FOREST,1.08422948
10510,56.25,-109.75,FEATURE_FOREST,1.10969388
10511,56.25,-107.75,FEATURE_FOREST,1.07436483
10512,56.25,-107.25,FEATURE_FOREST,1.07994542
10513,56.25,-106.75,FEATURE_FOREST,1.20921356
10514,56.25,-106.25,FEATURE_FOREST,1.27936397
10515,56.25,-105.75,FEATURE_FOREST,1.28072241
10516,56.25,-105.25,FEATURE_FOREST,1.2414769
10517,56.25,-104.75,FEATURE_FOREST,1.04600491
10518,56.25,-104.25,FEATURE_FOREST,1.02467014
10519,56.25,-93.75,FEATURE_FOREST,1.14053494
10520,56.25,-93.25,FEATURE_FOREST,1.13329135
10521,56.25,-92.75,FEATURE_FOREST,1.04146665
10522,56.25,-92.25,FEATURE_FOREST,1.1209773
10523,56.25,-92.25,FEATURE_FOREST,1.56797828
10524,56.25,-91.75,FEATURE_FOREST,1.09356018
10525,56.25,21.25,FEATURE_FOREST,1.50891
10526,56.25,22.25,FEATURE_FOREST,1.15427
10527,56.25,22.75,FEATURE_FOREST,1.23411
10528,56.25,25.25,FEATURE_FOREST,1.63872
10529,56.25,25.75,FEATURE_FOREST,1.65726
10530,56.25,26.25,FEATURE_FOREST,1.53368
10531,56.25,26.75,FEATURE_FOREST,1.37673
10532,56.25,27.25,FEATURE_FOREST,1.52648
10533,56.25,27.75,FEATURE_FOREST,1.68666
10534,56.25,28.25,FEATURE_FOREST,1.45261595
10535,56.25,28.25,FEATURE_FOREST,1.8643184
10536,56.25,28.75,FEATURE_FOREST,1.11563132
10537,56.25,28.75,FEATURE_FOREST,2.11531669
10538,56.25,29.25,FEATURE_FOREST,2.01878637
10539,56.25,29.75,FEATURE_FOREST,2.07270056
10540,56.25,30.25,FEATURE_FOREST,1.6583924
10541,56.25,30.75,FEATURE_FOREST,1.83376268
10542,56.25,31.25,FEATURE_FOREST,2.12063923
10543,56.25,31.75,FEATURE_FOREST,2.24390492
10544,56.25,32.25,FEATURE_FOREST,2.31224895
10545,56.25,32.75,FEATURE_FOREST,2.39267528
10546,56.25,33.25,FEATURE_FOREST,2.09375739
10547,56.25,33.75,FEATURE_FOREST,1.93887547
10548,56.25,34.25,FEATURE_FOREST,1.44695818
10549,56.25,34.75,FEATURE_FOREST,1.63746402
10550,56.25,35.25,FEATURE_FOREST,1.17793627
10551,56.25,35.75,FEATURE_FOREST,1.2310607
10552,56.25,36.25,FEATURE_FOREST,1.86331749
10553,56.25,36.75,FEATURE_FOREST,1.64357275
10554,56.25,37.25,FEATURE_FOREST,1.03770246
10555,56.25,37.75,FEATURE_FOREST,1.87527686
10556,56.25,38.25,FEATURE_FOREST,1.90598071
10557,56.25,38.75,FEATURE_FOREST,1.70458183
10558,56.25,39.25,FEATURE_FOREST,1.8879877
10559,56.25,39.75,FEATURE_FOREST,1.15822248
10560,56.25,40.75,FEATURE_FOREST,1.67989656
10561,56.25,41.25,FEATURE_FOREST,1.81818396
10562,56.25,41.75,FEATURE_FOREST,1.02785708
10563,56.25,41.75,FEATURE_FOREST,2.06464529
10564,56.25,42.25,FEATURE_FOREST,1.81228936
10565,56.25,42.75,FEATURE_FOREST,1.65089235
10566,56.25,43.25,FEATURE_FOREST,1.41447961
10567,56.25,44.25,FEATURE_FOREST,1.50224164
10568,56.25,44.75,FEATURE_FOREST,2.04518273
10569,56.25,45.25,FEATURE_FOREST,1.82170346
10570,56.25,45.75,FEATURE_FOREST,1.48217425
10571,56.25,46.25,FEATURE_FOREST,1.32086903
10572,56.25,47.25,FEATURE_FOREST,1.53832525
10573,56.25,48.25,FEATURE_FOREST,1.84711695
10574,56.25,48.75,FEATURE_FOREST,1.25890508
10575,56.25,51.25,FEATURE_FOREST,1.45145804
10576,56.25,55.75,FEATURE_FOREST,1.14464939
10577,56.25,56.75,FEATURE_FOREST,1.13848584
10578,56.25,57.25,FEATURE_FOREST,2.40347236
10579,56.25,57.75,FEATURE_FOREST,2.14751795
10580,56.25,58.75,FEATURE_FOREST,1.76739812
10581,56.25,60.25,FEATURE_FOREST,1.08453644
10582,56.25,60.75,FEATURE_FOREST,1.0402217
10583,56.25,62.25,FEATURE_FOREST,1.6410248
10584,56.25,62.75,FEATURE_FOREST,1.17802404
10585,56.25,63.25,FEATURE_FOREST,1.09740943
10586,56.25,63.75,FEATURE_FOREST,1.39603376
10587,56.25,64.25,FEATURE_FOREST,1.38116434
10588,56.25,64.75,FEATURE_FOREST,1.45509571
10589,56.25,65.25,FEATURE_FOREST,1.82830349
10590,56.25,65.75,FEATURE_FOREST,1.40472725
10591,56.25,66.25,FEATURE_FOREST,1.32168606
10592,56.25,66.75,FEATURE_FOREST,1.04477793
10593,56.25,67.25,FEATURE_FOREST,1.76314726
10594,56.25,67.75,FEATURE_FOREST,1.44165814
10595,56.25,68.25,FEATURE_FOREST,1.45840555
10596,56.25,68.75,FEATURE_FOREST,1.44493431
10597,56.25,69.25,FEATURE_FOREST,1.20596021
10598,56.25,69.75,FEATURE_FOREST,1.18048616
10599,56.25,70.25,FEATURE_FOREST,1.34698823
10600,56.25,70.75,FEATURE_FOREST,1.45817697
10601,56.25,71.25,FEATURE_FOREST,2.06643924
10602,56.25,71.75,FEATURE_FOREST,1.56938612
10603,56.25,72.25,FEATURE_FOREST,1.60755098
10604,56.25,72.75,FEATURE_FOREST,1.90309435
10605,56.25,73.25,FEATURE_FOREST,1.78217515
10606,56.25,73.75,FEATURE_FOREST,2.04922333
10607,56.25,74.25,FEATURE_FOREST,1.86351404
10608,56.25,74.75,FEATURE_FOREST,1.5897797
10609,56.25,75.25,FEATURE_FOREST,1.01789568
10610,56.25,75.75,FEATURE_FOREST,1.65923461
10611,56.25,76.25,FEATURE_FOREST,1.55315131
10612,56.25,76.75,FEATURE_FOREST,1.79943174
10613,56.25,77.25,FEATURE_FOREST,2.41189301
10614,56.25,77.75,FEATURE_FOREST,2.42585078
10615,56.25,78.25,FEATURE_FOREST,1.87319696
10616,56.25,78.75,FEATURE_FOREST,2.19665259
10617,56.25,79.25,FEATURE_FOREST,2.59965152
10618,56.25,79.75,FEATURE_FOREST,2.45291337
10619,56.25,80.25,FEATURE_FOREST,3.17029446
10620,56.25,80.75,FEATURE_FOREST,3.77814561
10621,56.25,81.25,FEATURE_FOREST,2.73961812
10622,56.25,81.75,FEATURE_FOREST,2.83988148
10623,56.25,82.25,FEATURE_FOREST,3.12329799
10624,56.25,82.75,FEATURE_FOREST,1.07476909
10625,56.25,82.75,FEATURE_FOREST,3.42643827
10626,56.25,83.25,FEATURE_FOREST,3.02414328
10627,56.25,83.75,FEATURE_FOREST,1.60221517
10628,56.25,84.25,FEATURE_FOREST,1.26294658
10629,56.25,84.75,FEATURE_FOREST,1.28662732
10630,56.25,85.25,FEATURE_FOREST,2.51452118
10631,56.25,85.75,FEATURE_FOREST,2.48885825
10632,56.25,86.25,FEATURE_FOREST,2.15264171
10633,56.25,86.75,FEATURE_FOREST,2.27820218
10634,56.25,87.25,FEATURE_FOREST,2.19765276
10635,56.25,87.75,FEATURE_FOREST,1.65366748
10636,56.25,88.25,FEATURE_FOREST,1.86505124
10637,56.25,88.75,FEATURE_FOREST,2.32188314
10638,56.25,89.25,FEATURE_FOREST,2.04647559
10639,56.25,89.75,FEATURE_FOREST,1.36007222
10640,56.25,90.25,FEATURE_FOREST,1.13649421
10641,56.25,90.75,FEATURE_FOREST,1.46973172
10642,56.25,91.25,FEATURE_FOREST,2.27630803
10643,56.25,91.75,FEATURE_FOREST,2.26398662
10644,56.25,92.25,FEATURE_FOREST,2.0054024
10645,56.25,92.75,FEATURE_FOREST,1.27610592
10646,56.25,93.75,FEATURE_FOREST,1.83338878
10647,56.25,94.25,FEATURE_FOREST,2.13820671
10648,56.25,94.75,FEATURE_FOREST,2.19064341
10649,56.25,96.25,FEATURE_FOREST,1.77563115
10650,56.25,96.75,FEATURE_FOREST,2.72113435
10651,56.25,97.25,FEATURE_FOREST,3.09244743
10652,56.25,97.75,FEATURE_FOREST,2.93078625
10653,56.25,98.25,FEATURE_FOREST,3.31233233
10654,56.25,98.75,FEATURE_FOREST,1.48252812
10655,56.25,98.75,FEATURE_FOREST,2.63114438
10656,56.25,99.25,FEATURE_FOREST,1.42476852
10657,56.25,99.25,FEATURE_FOREST,1.95248114
10658,56.25,99.75,FEATURE_FOREST,1.47821863
10659,56.25,99.75,FEATURE_FOREST,1.94446618
10660,56.25,100.25,FEATURE_FOREST,1.3967843
10661,56.25,100.25,FEATURE_FOREST,2.16822501
10662,56.25,100.75,FEATURE_FOREST,1.04064165
10663,56.25,101.25,FEATURE_FOREST,2.11016302
10664,56.25,101.75,FEATURE_FOREST,1.58704742
10665,56.25,102.25,FEATURE_FOREST,1.71793085
10666,56.25,102.75,FEATURE_FOREST,1.30252867
10667,56.25,103.25,FEATURE_FOREST,1.15781649
10668,56.25,103.25,FEATURE_FOREST,1.27954468
10669,56.25,103.75,FEATURE_FOREST,1.19015843
10670,56.25,103.75,FEATURE_FOREST,2.4281884
10671,56.25,104.25,FEATURE_FOREST,1.51004706
10672,56.25,104.25,FEATURE_FOREST,2.44277662
10673,56.25,104.75,FEATURE_FOREST,1.02183039
10674,56.25,104.75,FEATURE_FOREST,1.55049056
10675,56.25,104.75,FEATURE_FOREST,2.72983781
10676,56.25,105.25,FEATURE_FOREST,1.16248556
10677,56.25,105.25,FEATURE_FOREST,3.3942402
10678,56.25,105.75,FEATURE_FOREST,1.01668748
10679,56.25,105.75,FEATURE_FOREST,1.02733604
10680,56.25,105.75,FEATURE_FOREST,1.24338525
10681,56.25,105.75,FEATURE_FOREST,3.61625224
10682,56.25,106.25,FEATURE_FOREST,4.75622998
10683,56.25,106.75,FEATURE_FOREST,1.25671358
10684,56.25,106.75,FEATURE_FOREST,3.25794377
10685,56.25,107.25,FEATURE_FOREST,1.01204246
10686,56.25,107.25,FEATURE_FOREST,1.26523284
10687,56.25,107.25,FEATURE_FOREST,2.10830673
10688,56.25,107.75,FEATURE_FOREST,1.41532609
10689,56.25,107.75,FEATURE_FOREST,2.7603165
10690,56.25,108.25,FEATURE_FOREST,1.07872771
10691,56.25,108.25,FEATURE_FOREST,1.48176883
10692,56.25,110.25,FEATURE_FOREST,1.06426094
10693,56.25,111.25,FEATURE_FOREST,1.04831354
10694,56.25,111.25,FEATURE_FOREST,1.52800457
10695,56.25,111.75,FEATURE_FOREST,1.54956761
10696,56.25,111.75,FEATURE_FOREST,2.60378163
10697,56.25,112.25,FEATURE_FOREST,1.06921478
10698,56.25,112.25,FEATURE_FOREST,2.33960586
10699,56.25,112.25,FEATURE_FOREST,3.25235018
10700,56.25,112.75,FEATURE_FOREST,1.56310997
10701,56.25,113.75,FEATURE_FOREST,1.67208671
10702,56.25,114.25,FEATURE_FOREST,1.30125896
10703,56.25,114.25,FEATURE_FOREST,2.99181192
10704,56.25,114.75,FEATURE_FOREST,1.11750755
10705,56.25,114.75,FEATURE_FOREST,2.58613267
10706,56.25,115.25,FEATURE_FOREST,1.48001784
10707,56.25,115.25,FEATURE_FOREST,2.90790371
10708,56.25,115.75,FEATURE_FOREST,1.277646
10709,56.25,115.75,FEATURE_FOREST,2.77163462
10710,56.25,116.25,FEATURE_FOREST,1.15508193
10711,56.25,116.25,FEATURE_FOREST,4.21466293
10712,56.25,116.75,FEATURE_FOREST,2.55293022
10713,56.25,117.25,FEATURE_FOREST,1.93432773
10714,56.25,117.75,FEATURE_FOREST,1.2600388
10715,56.25,118.25,FEATURE_FOREST,2.13308878
10716,56.25,118.75,FEATURE_FOREST,2.03978193
10717,56.25,119.25,FEATURE_FOREST,2.09494674
10718,56.25,119.75,FEATURE_FOREST,1.458162
10719,56.25,120.25,FEATURE_FOREST,2.38375447
10720,56.25,120.75,FEATURE_FOREST,3.10015867
10721,56.25,121.25,FEATURE_FOREST,4.10552898
10722,56.25,121.75,FEATURE_FOREST,5.42068065
10723,56.25,122.25,FEATURE_FOREST,1.10850629
10724,56.25,122.25,FEATURE_FOREST,5.67085228
10725,56.25,122.75,FEATURE_FOREST,1.73129236
10726,56.25,122.75,FEATURE_FOREST,4.23989965
10727,56.25,123.25,FEATURE_FOREST,1.05764415
10728,56.25,123.25,FEATURE_FOREST,2.03349207
10729,56.25,123.25,FEATURE_FOREST,2.92754378
10730,56.25,123.75,FEATURE_FOREST,1.172446
10731,56.25,123.75,FEATURE_FOREST,3.35794201
10732,56.25,124.75,FEATURE_FOREST,1.01255939
10733,56.25,124.75,FEATURE_FOREST,1.94334678
10734,56.25,125.25,FEATURE_FOREST,2.24178657
10735,56.25,125.75,FEATURE_FOREST,2.0549263
10736,56.25,126.25,FEATURE_FOREST,1.63832531
10737,56.25,126.75,FEATURE_FOREST,1.89604461
10738,56.25,127.25,FEATURE_FOREST,2.75605428
10739,56.25,127.75,FEATURE_FOREST,2.76825704
10740,56.25,128.25,FEATURE_FOREST,3.38467398
10741,56.25,128.75,FEATURE_FOREST,3.38267803
10742,56.25,129.25,FEATURE_FOREST,1.15912705
10743,56.25,129.75,FEATURE_FOREST,2.9880729
10744,56.25,130.25,FEATURE_FOREST,2.70884239
10745,56.25,130.75,FEATURE_FOREST,2.47349725
10746,56.25,131.25,FEATURE_FOREST,2.01200799
10747,56.25,131.75,FEATURE_FOREST,2.84998426
10748,56.25,132.25,FEATURE_FOREST,2.54878054
10749,56.25,133.25,FEATURE_FOREST,1.64111477
10750,56.25,133.75,FEATURE_FOREST,2.79930915
10751,56.25,134.25,FEATURE_FOREST,2.43948854
10752,56.25,134.75,FEATURE_FOREST,1.85171187
10753,56.25,135.25,FEATURE_FOREST,1.63449075
10754,56.25,135.25,FEATURE_FOREST,4.67269425
10755,56.25,135.75,FEATURE_FOREST,1.25551991
10756,56.25,135.75,FEATURE_FOREST,3.40003442
10757,56.25,136.25,FEATURE_FOREST,1.77346513
10758,56.25,136.75,FEATURE_FOREST,1.16445153
10759,56.25,159.75,FEATURE_FOREST,2.39157787
10760,56.25,160.25,FEATURE_FOREST,2.05141032
10761,56.25,160.75,FEATURE_FOREST,1.18082712
10762,56.25,161.25,FEATURE_FOREST,1.81051943
10763,56.25,161.75,FEATURE_FOREST,1.26026899
10764,56.75,-133.25,FEATURE_FOREST,1.08469808
10765,56.75,-131.75,FEATURE_FOREST,1.98079841
10766,56.75,-131.25,FEATURE_FOREST,1.28418154
10767,56.75,-130.75,FEATURE_FOREST,1.23041218
10768,56.75,-130.25,FEATURE_FOREST,1.45460608
10769,56.75,-129.75,FEATURE_FOREST,1.36573979
10770,56.75,-128.75,FEATURE_FOREST,2.00122435
10771,56.75,-128.25,FEATURE_FOREST,2.07463123
10772,56.75,-127.75,FEATURE_FOREST,1.78432036
10773,56.75,-126.75,FEATURE_FOREST,1.26004701
10774,56.75,-125.75,FEATURE_FOREST,1.48001419
10775,56.75,-125.25,FEATURE_FOREST,2.36120973
10776,56.75,-124.75,FEATURE_FOREST,1.86656986
10777,56.75,-124.25,FEATURE_FOREST,2.9518988
10778,56.75,-123.75,FEATURE_FOREST,2.47477423
10779,56.75,-123.25,FEATURE_FOREST,3.47807368
10780,56.75,-122.75,FEATURE_FOREST,1.25076923
10781,56.75,-120.25,FEATURE_FOREST,1.11056083
10782,56.75,-119.75,FEATURE_FOREST,1.0363588
10783,56.75,-119.25,FEATURE_FOREST,1.10992319
10784,56.75,-118.75,FEATURE_FOREST,1.12100871
10785,56.75,-116.25,FEATURE_FOREST,1.11922394
10786,56.75,-115.75,FEATURE_FOREST,1.04864794
10787,56.75,-114.25,FEATURE_FOREST,1.11396479
10788,56.75,-113.75,FEATURE_FOREST,1.18041077
10789,56.75,-113.25,FEATURE_FOREST,1.29559913
10790,56.75,-112.75,FEATURE_FOREST,1.35439375
10791,56.75,-112.25,FEATURE_FOREST,1.37797178
10792,56.75,-111.75,FEATURE_FOREST,1.22900183
10793,56.75,-111.25,FEATURE_FOREST,1.21033502
10794,56.75,-110.75,FEATURE_FOREST,1.27407373
10795,56.75,-110.25,FEATURE_FOREST,1.27736859
10796,56.75,-109.75,FEATURE_FOREST,1.26194876
10797,56.75,-109.25,FEATURE_FOREST,1.29110858
10798,56.75,-108.25,FEATURE_FOREST,1.0264654
10799,56.75,-107.25,FEATURE_FOREST,1.05475665
10800,56.75,-106.75,FEATURE_FOREST,1.19515626
10801,56.75,-104.75,FEATURE_FOREST,1.21425282
10802,56.75,-104.25,FEATURE_FOREST,1.05765906
10803,56.75,-94.25,FEATURE_FOREST,1.02743804
10804,56.75,-93.75,FEATURE_FOREST,1.01824906
10805,56.75,-93.25,FEATURE_FOREST,1.12462541
10806,56.75,14.25,FEATURE_FOREST,1.12527106
10807,56.75,15.25,FEATURE_FOREST,1.05635754
10808,56.75,15.25,FEATURE_FOREST,1.20016069
10809,56.75,15.75,FEATURE_FOREST,1.10872325
10810,56.75,21.25,FEATURE_FOREST,1.03027
10811,56.75,21.75,FEATURE_FOREST,1.6188
10812,56.75,22.25,FEATURE_FOREST,1.68131
10813,56.75,22.75,FEATURE_FOREST,1.70986
10814,56.75,23.75,FEATURE_FOREST,1.26799
10815,56.75,24.25,FEATURE_FOREST,1.50018
10816,56.75,24.75,FEATURE_FOREST,1.69064
10817,56.75,25.25,FEATURE_FOREST,1.87504
10818,56.75,25.75,FEATURE_FOREST,1.96938
10819,56.75,26.25,FEATURE_FOREST,1.84432
10820,56.75,26.75,FEATURE_FOREST,1.48018
10821,56.75,27.25,FEATURE_FOREST,1.49775
10822,56.75,27.75,FEATURE_FOREST,1.44975
10823,56.75,28.25,FEATURE_FOREST,1.13411619
